country,avgGenderDiff,isocode,logAvgGDPpc,Date,ScoreWEF,avgRatioLabor,ValueUN,GDI,region,telephone,personal,avgGenderDiffRescaled,GenderIndex,avgGenderDiffStd,logAvgGDPpcStd,DateStd,ScoreWEFStd,avgRatioLaborStd,ValueUNStd,GDIStd,GenderIndexStd,GenderIndexRescaled,residualsavgGenderDiffStd_GDP,residualslogAvgGDPpcStd_GEI,residualsavgGenderDiffStd_GEI,residualsGenderIndexStd,residualslogAvgGDPpcStd_WEF,residualsavgGenderDiffStd_WEF,residualsScoreWEFStd,residualslogAvgGDPpcStd_GDI,residualsavgGenderDiffStd_GDI,residualsGDIStd,residualslogAvgGDPpcStd_UN,residualsavgGenderDiffStd_UN,residualsValueUNStd,residualsavgRatioLaborStd,residualsDateStd
Afghanistan,-0.151049353563516,AFG,6.07601480077745,1963,,19.5501624303745,11.07,0.618374558303887,South Asia,F,T,0.284687198949301,-3.65162029935192,-0.795134528913492,-1.86386780694672,-0.853062552743845,,-2.24490805627775,-1.97731847709751,-4.46189646282078,-2.40742445052134,0.00387499493635872,0.460588090490728,-0.528341175947241,0.682331638829132,-1.54442720950194,,,,0.488512353773053,0.964108973046995,-3.79236964166332,-0.167742787243799,0.514342878750965,-0.30848534962125,-2.34465989431159,-0.0423993547245414
Algeria,0.175908969646389,DZA,8.37734266346542,1962,0.632,19.5617557971058,7.09,0.836173001310616,Middle East and North Africa,F,T,0.694822859314575,-2.47294991498973,0.925997314199851,-0.254662564916993,-0.800500830093517,-1.30357750951822,-2.24436670411413,-0.655534167934598,-1.45488616884488,-1.63035573312963,0.16542203180228,1.08711939490679,0.644954896242635,1.93137588813893,-1.5940825574592,0.074517042748289,1.37342938926368,-1.27297616846417,0.498515911880391,1.51557208749446,-1.45540993745157,0.283891498268681,1.36654621221018,-0.405780979890155,-2.38609482926226,-0.739968901422368
Argentina,0.1836310602049,ARG,9.15503477940437,1947,0.734,65.6493715940859,6.02,0.992797118847539,Latin America and Caribbean,F,T,0.704509429393362,0.143549225636374,0.966646947538977,0.28913923314251,-0.0120749903385925,0.547442063161943,-0.0923058657251586,-0.300180094868187,0.707527516104496,0.09463851313121,0.524036016456781,0.757868579531442,0.221093483781923,0.924050786662252,-0.148464752123183,0.0144449531344483,0.696653344022786,0.425946414035107,-0.107706822146257,0.715084704844142,0.480572273135358,0.516487034148923,1.17358943717495,-0.529979298586917,-0.248219117675271,-0.205036352888432
Australia,0.349827379362559,AUS,10.831083350524,1962,0.733,80.1646064755815,2,0.97571277719113,East Asia and Pacific,T,F,0.912985654860925,0.815361957678347,1.84151617950172,1.46111745939663,-0.800500830093517,0.529294812449392,0.585482906991767,1.03488847870842,0.471654428503793,0.537548307880797,0.616113799720087,0.835544287452993,1.14461435147542,1.52984186041887,-0.3076550365948,1.19234351162066,1.57855616106965,0.0800062773724586,1.18971448610818,1.68170399667636,-0.243296180862367,0.51926042492582,1.17079720963779,-0.228421396545502,0.398998480382245,-1.53978002180946
Austria,0.328612611482283,AUT,10.7415607995392,1918,0.733,78.1743806741309,1.18,0.961915125136017,Europe,T,F,0.886373905850678,1.86804012321796,1.72984013411302,1.39851874816543,1.51221496652093,0.529294812449392,0.492549329656794,1.30721589918922,0.281158660078398,1.23155341972109,0.760392506195267,0.766448629727583,0.692702333201882,0.996541322880032,0.418509963669288,1.12974480038946,1.46688011568095,0.0975146335445818,1.22842608773367,1.64412711340784,-0.407726720140216,0.218167195015191,0.880095692410806,0.0991087867789167,0.307697796979627,0.802116173606186
Bangladesh,-0.252304448344944,BGD,6.55805694315242,1972,0.704,34.2449260804688,8.4,0.844771241830065,South Asia,F,T,0.157673074470602,-1.84402722140426,-1.32814854181536,-1.5267994756734,-1.3261180565968,0.00302454178542476,-1.55873618919622,-1.09059382748319,-1.33617550500756,-1.21572229758484,0.251621361924115,-0.301703809005766,-0.85977729551138,-0.574669570209857,-0.525892837686505,-1.62388378871871,-1.38713459280801,0.389432347464066,-0.836754235861774,-0.784749916147464,-0.806999229735493,-0.60723587654863,-0.601595536356059,0.280995110976874,-1.6672804899198,-0.672579312681438
Bolivia,0.164057423342993,BOL,7.51692562881957,1952,0.749,75.0511702227959,7.26,0.924393723252497,Latin America and Caribbean,F,T,0.679956310814532,0.201809431844,0.863609932430062,-0.856309824715329,-0.274883603590234,0.819650823850202,0.34671104346787,-0.711992291692813,-0.236876456015927,0.133048050108959,0.532021084890593,1.43397963269505,-0.945902020359461,0.7976790709212,0.478415588347563,-1.21980908820476,0.488112552652102,1.01852806559534,-0.750898729257514,0.97940253239409,0.0131172921792644,-0.268311775949773,1.34127386728491,0.0683243911094781,0.220676950043725,0.066106287126273
Bosnia Herzegovina,-0.0877961757246287,BIH,8.367686754699,1949,,57.114986840709,2.38,0.918287937743191,Ex Soviet,"","",0.364031818803188,0.242659680299426,-0.46216530675753,-0.261414466397613,-0.117198435639249,,-0.490818891185025,0.908687966778295,-0.321175313371506,0.15997962537677,0.537619967055416,-0.296450502384965,-0.366114361470023,-0.54445773614445,0.199721568917885,,,,-0.111171175018871,-0.313582084989307,-0.318887684493924,-1.09274965074868,-1.04992125308664,1.16439532878012,-0.63237089227656,-0.053519107061682
Botswana,0.0659597919621367,BWA,8.73160425672903,1965,0.71,78.9223233143459,7.15,0.981348637015782,Sub-Saharan Africa,"","",0.55690290011782,-0.360031342707121,0.347217031200281,-0.00694487889212542,-0.958185998044502,0.111908046060728,0.527474505054418,-0.675460564555145,0.549465308481526,-0.237359907748618,0.455015915741202,0.339838596568573,0.111249214884501,0.506317750087057,-0.328350903919319,-0.139551185329989,0.24602946970292,0.0732247422434219,-0.31972958291065,0.157137924034068,0.445795354863276,0.549060002733507,0.800865353979262,-0.644157571488294,0.379284638146892,-1.01312770654809
Brazil,-0.146768819786068,BRA,9.24850504607934,1932,0.686,69.8535767861713,6.54,0.994550408719346,Latin America and Caribbean,F,T,0.290056689257099,0.00985133411392122,-0.772601494985624,0.354498387544617,0.776350849416332,-0.323625971040484,0.104009460940785,-0.472875532246256,0.731734120247597,0.00649474498219804,0.505711556542264,-1.02583793692232,0.335898299732935,-0.761648235479147,-0.270186577578873,0.363980054676951,-0.704983014464157,-0.463402050097491,-0.0552213323888118,-1.0335796375695,0.477564238144934,0.733086615030671,-0.452130657354638,-0.760311799558732,-0.0536086913906295,0.552922307059562
Cambodia,-0.319828517390492,KHM,6.56080194725664,1955,0.662,88.7073261659071,7.59,0.906735751295337,East Asia and Pacific,F,T,0.0729710599243416,-0.457159974288052,-1.68360003872148,-1.52488002948517,-0.432568771541219,-0.759159988141698,0.984385132263501,-0.821587473105818,-0.480669307392169,-0.301394452237022,0.441703591248353,-0.658460936030887,-1.37076473015196,-1.4855968220874,0.387448898298434,-1.37331038878263,-1.44717551618119,-0.373289036127547,-1.28981392778072,-1.47297674426388,0.0477077372927357,-0.840902479299838,-1.13388926763903,0.548308798993616,0.875790762585268,0.220075222240339
Cameroon,-0.139979100706622,CMR,7.14745441142489,1946,0.682,89.6817830538718,9.28,0.865486725663717,Sub-Saharan Africa,F,T,0.298573695005736,-0.31752956352818,-0.736859931355428,-1.11466285187426,0.0404867323117358,-0.396214973890686,1.029887388586,-1.38284764458454,-1.05016945155493,-0.209339518442478,0.460841154568767,0.00924456973927945,-1.01218724523739,-0.59478226058385,0.26875606425529,-1.08149985581355,-0.64110711049749,-0.125078467878288,-0.576722632524228,-0.30471211769934,-0.692601110825574,0.0608460843699044,0.181817970710814,-0.374701976046233,0.910592460907545,0.501907926096968
Canada,0.397493749209187,CAN,10.7426526485155,1960,0.74,85.3499754231012,1.38,0.987925356750823,North America,T,F,0.97277822378021,1.15476362490604,2.09243533697483,1.39928222438485,-0.69537738479286,0.656325567437246,0.827613667101225,1.24079457712074,0.640266067526679,0.761307572330241,0.662631752809794,1.12852450698739,0.957257765485151,1.64482198138082,-0.0521281171964679,1.08906595098424,1.78024022295393,0.224331850373013,1.03820745396471,1.86703649425366,-0.0489372135275352,0.277100066034473,1.28635564450146,0.0320141921166568,0.642742219066989,-1.40583207226389
Chile,-0.0216281560897082,CHL,9.40267181395829,1948,0.698,59.3502097530794,5.22,0.962918660287081,Latin America and Caribbean,F,T,0.447032808536696,-0.253623065527479,-0.113852150293554,0.462299616148269,-0.0646367129889208,-0.105858962489879,-0.386445175782343,-0.0344948065942348,0.295013857975855,-0.167207518611777,0.469600096445531,-0.440416269657491,0.541140601214553,0.00262933576868524,-0.499271378858602,0.400737296495505,-0.130636690781501,-0.275786178352473,0.284838422308731,-0.204954574467893,-0.00404295024200629,0.456969837955236,-0.081568657572984,-0.416995741210796,-0.546875334441447,-0.338316814523904
China,0.0654533764899474,CHN,8.20964305246326,1948,0.682,82.7699821161845,2.44,0.95225102319236,East Asia and Pacific,T,T,0.556267653881949,0.605096375442347,0.344551224174868,-0.371926644271519,-0.0646367129889208,-0.396214973890686,0.70714090097725,0.888761570157749,0.147732297495484,0.398925323484558,0.587295071247925,0.585437725900848,-0.610666964042258,0.117093641250374,0.495442546260562,-0.338763648210818,0.440304045032806,-0.332815812767273,-0.471059898894227,0.310738472719017,0.196035653905206,-1.18581101018263,-0.230105297385588,1.24192425394685,0.568471621608774,0.0505578841832353
Colombia,0.00565330717564531,COL,8.69234737053681,1954,0.725,66.2880351798527,6.33,0.986559139784946,Latin America and Caribbean,F,T,0.481254604275731,-0.135315310103183,0.0297594106287904,-0.0343952861420073,-0.380007048890891,0.384116806748987,-0.0624834748709989,-0.403133144074344,0.621403542967356,-0.08921009288126,0.485815204231916,0.0410530693872828,0.000691791015130151,0.0988556189004314,-0.16609852979825,-0.255806576061245,-0.17693192713034,0.35311116110943,-0.385438504259608,-0.188302275593464,0.529163555575074,0.283115076804192,0.304382261569483,-0.347622970195425,-0.209957295033195,-0.422152745862407
Costa Rica,-0.0859155582804812,CRI,8.94050293024014,1948,0.732,57.4870787107296,5.08,0.979746835443038,Latin America and Caribbean,F,T,0.366390860376981,0.062779100608942,-0.452265602917421,0.139127675965177,-0.0646367129889208,0.511147561736842,-0.473444064392471,0.0120001188537067,0.527350210909413,0.0413887341502972,0.512965767692931,-0.559004326131099,0.100953244842233,-0.46251126574032,-0.124646571617121,-0.123725939578702,-0.708192036265376,0.431608938902374,-0.16189567780181,-0.633742365717432,0.362857685394096,0.0930793214122396,-0.450547434657046,-0.0855111790632907,-0.625444249177457,-0.187670165249087
Croatia,-0.0115199564795671,HRV,9.53902869373319,1945,0.708,75.3233619179456,2.21,0.984412470023981,Ex Soviet,F,T,0.459712507531689,0.789694389876094,-0.0606418693783606,0.557647267075461,0.0930484549620641,0.0756135446356272,0.35942103242123,0.96514609053651,0.591765782568902,0.520626304702229,0.612595836108698,-0.452062594563928,0.250636828454282,-0.362035671971339,0.139577892617518,0.436881625101781,-0.147762260707487,-0.120981642496264,0.222366135450164,-0.267175041183749,0.253007544062505,-0.323131902855493,-0.685512852551995,0.498562693864295,0.196503720311182,-0.225077968615199
Czech Republic,0.233240917475132,CZE,9.8534106179569,1920,0.687,73.3995667203869,2.09,0.980703745743473,Ex Soviet,F,T,0.766739903823252,1.1031774277699,1.22779676089084,0.777479064474932,1.40709152122027,-0.305478720327933,0.269589431585457,1.0049988837776,0.54056168792503,0.727298047211493,0.655561415418537,0.686843833366224,0.354532794581374,0.800844994832451,0.23331174970837,0.781040399375175,1.28838165632819,-0.563559093514421,0.469429523822984,1.04118098956944,0.11026855899618,-0.138201742335939,0.576726928179897,0.344556502812404,0.100937784038588,0.98649047171005
Egypt,0.0488685881519038,EGY,7.7788079739548,1956,0.599,28.8779972871157,9.25,0.865734265734266,Middle East and North Africa,F,T,0.53546373902741,-2.80440184679923,0.257247720047291,-0.673188397551782,-0.485130494191547,-1.90243678303239,-1.80934488480495,-1.37288444627427,-1.04675181674526,-1.84887393036726,0.119993659156534,0.703056048285299,0.349010353808904,1.39538125841534,-1.59758444181621,-0.148637826227478,0.936788102887014,-1.7547771319767,-0.137065760054936,0.688066139995987,-0.873007273477228,0.493595129472398,1.16937590972921,-0.754053655377314,-1.9401557198172,-0.2295026847157
Estonia,0.325430969450806,EST,9.63521000605059,1918,0.749,80.701659782635,2.11,1.02344665885111,Ex Soviet,F,T,0.882382862457701,1.93333686601007,1.71309174441001,0.624902122185792,1.51221496652093,0.819650823850202,0.61056060672196,0.998356751570754,1.13068702553004,1.27460197412994,0.769341993223202,1.27592346713412,-0.105063070350681,0.953639919919955,0.859001594540369,0.261402858696356,1.33759436463205,0.60424499454347,0.00300948112483346,1.29692865335618,0.763924804589224,-0.284961745145092,1.06638838662195,0.472464564929595,0.445888944679283,1.16273768196206
Finland,0.289082147657673,FIN,10.7444796249982,1906,0.85,87.4429881470172,0.56,1.00548245614035,Europe,T,F,0.836786996038802,3.61625081341641,1.52174896397971,1.40055973906699,2.14295563832487,2.65252314581781,0.925346878930433,1.51312199760154,0.882666232871461,2.3841062086826,1,0.556969153316133,0.0482003373786708,0.0882471196111991,1.57001420005876,0.439106920136301,0.435859490705843,2.22017211816954,0.910570626923763,1.20206115464103,0.192931012544468,0.039883062037176,0.536643799668054,0.303215034451676,0.740442106792044,1.43190543718964
France,0.0370824515758385,FRA,10.6117864311674,1944,0.761,80.9545148096096,1.42,0.990990990990991,Europe,T,F,0.520679240317229,1.60270434808044,0.195204659729399,1.3077739232968,0.145610177612392,1.03741783240081,0.622367670114844,1.22751031270704,0.682591410125498,1.05662399653394,0.724025928382942,-0.706461135845952,0.700086976082286,-0.431820396519533,0.290200405099377,0.873230673022265,-0.264695741057975,0.631018251328262,0.924189499586737,-0.0466579209999407,0.0314909077044351,0.197225643906393,-0.602142082898197,0.0994266536232338,0.439883225689276,-0.522187901330262
Georgia,-0.0199403771210353,GEO,7.97290299399182,1918,0.687,73.8297389924231,6.01,0.971576227390181,Ex Soviet,F,T,0.449149954034237,0.509024833129458,-0.104967561889133,-0.537467308540752,1.51221496652093,-0.305478720327933,0.289676322269666,-0.296859028764763,0.414543607777615,0.335587692240589,0.574127630041548,0.248521667912015,-0.740677367425614,-0.293946038317684,0.517150903788422,-0.533905973640509,-0.0443826664517837,-0.195779166528844,-0.778497349332608,-0.242564742256513,0.531775784965749,-0.313027977274332,0.0997916902853985,0.202285926079071,0.155325188449665,1.70457636962543
Germany,0.162517500962935,DEU,10.618662465785,1918,0.779,77.9109491694493,1.06,0.963196635120925,Europe,T,F,0.678024636232721,2.33840591618968,0.855503671613026,1.31258199568421,1.51221496652093,1.36406834522672,0.480248397724874,1.34706869243032,0.298851687003905,1.54165414703108,0.824860232801283,-0.0494326319670804,0.432809600273831,-0.0661886534959161,0.772760423728442,0.771472765232024,0.268998739311529,0.956323984969356,1.13307975042008,0.762908406323687,-0.354250829613153,0.0973288056540495,-0.0204396196265018,0.214745027849327,0.297638534227998,0.84217560390054
Ghana,-0.310624626560251,GHA,7.09963552635201,1954,0.704,92.5412066301345,9.07,0.887622149837134,Sub-Saharan Africa,F,T,0.0845163963651807,-0.171580922391488,-1.63515010347302,-1.14810024329288,-0.380007048890891,0.00302454178542476,1.16340814882555,-1.31310525641263,-0.744559147679018,-0.113119129029265,0.480844686364468,-0.866301091172703,-1.09960100854185,-1.55152859120618,0.382154806961341,-1.2451845563382,-1.69413615446567,0.283513217305944,-0.7726910646784,-1.32187877531412,-0.373067944125795,-0.0336691715885795,-0.762320188097067,-0.275472776528084,1.0449854390009,0.0970009900110718
Greece,-0.0535724428629696,GRC,10.2165706203312,1952,0.685,67.5005895221563,1.59,0.964732650739477,Europe,F,T,0.406961979257828,0.324035871535302,-0.282009145445832,1.03141896977538,-0.274883603590234,-0.341773221753035,-0.0058632598877606,1.17105218894882,0.320058518021281,0.213628969068478,0.548773282469126,-0.995695015841061,0.896623614227348,-0.396894817882826,-0.410818145601459,1.04682096913981,-0.207357079840247,-0.670878544509088,0.840638412647282,-0.382853457013735,-0.215971641130388,-0.0296853240351438,-1.0422408512289,0.286672540057159,-0.18113895643488,-0.81385877874083
Guatemala,-0.138063854062749,GTM,7.94414266128193,1946,0.667,48.8933539302086,8.14,0.9234375,Latin America and Caribbean,F,T,0.300976175356551,-1.2495903882136,-0.726777936947629,-0.557577992858982,0.0404867323117358,-0.668423734578945,-0.874727971928948,-1.00424610879416,-0.250078447379599,-0.823824551050878,0.333094104668795,-0.359609180561955,-0.110397144010799,-0.211386099771176,-0.631929539517391,-0.435610013316907,-0.525521339827922,-0.553099384087025,-0.445145755218113,-0.605850018196984,-0.124472462092883,0.286365393025966,-0.0569891054858364,-0.4873665182812,-1.00855451644427,0.242222733982708
Haiti,-0.134811206326068,HTI,6.53407979863068,1950,,84.1479201922492,9.53,0.869902912621359,Latin America and Caribbean,F,T,0.305056288119311,-0.584295104905157,-0.709655768167608,-1.54356551204694,-0.169760158289577,,0.771483708040363,-1.46587429717015,-0.989197851122771,-0.385211551737253,0.42427861484677,0.328193421927466,-1.34243166539122,-0.460731684514872,0.313231405922895,,,,-1.03805148235044,-0.301224725453435,-0.453040432447315,-0.295344832302957,0.263603070434698,-0.0795002056046454,0.663376751129872,0.491594076042011
Hungary,0.122368738726972,HUN,9.48626689053039,1918,0.672,73.7360705323827,4.12,0.990396158463385,Europe,F,T,0.627662134520464,0.670382335547824,0.644157734713475,0.520753536430004,1.51221496652093,-0.577687481016192,0.285302474302938,0.330822464782449,0.674378920132416,0.441966769130366,0.596243080414791,0.277832563770654,0.257868426861076,0.390551457273315,0.0798723936026269,0.613119854811622,0.810246406412592,-0.763963788350809,0.141536715934485,0.405489653433849,0.350982715835158,0.195492086837731,0.436285106675365,-0.103226142863271,0.123347539017077,1.21128656111887
India,-0.00904431683945324,IND,7.08342932975559,1950,0.664,34.5182245636056,8.5,0.792626728110599,South Asia,F,T,0.462817943382523,-1.76902529513585,-0.047609926423545,-1.15943243847427,-0.169760158289577,-0.722865486716597,-1.54597451878696,-1.12380448851744,-2.05610300937433,-1.16627535175456,0.261901028834093,0.728947379776256,-0.520148316254331,0.675828858058862,-0.66517953659964,-1.01970346223592,0.174747425948515,-0.439207287326571,-0.0865121285001407,0.775826546288389,-1.67989323800496,-0.210784141949566,0.700775453650179,-0.0761786961382485,-1.66410162711458,0.312530385126966
Indonesia,-0.0975522187441025,IDN,7.949606100172,1945,0.681,58.8473652189325,7.47,0.93019943019943,East Asia and Pacific,F,T,0.351793864108959,-0.740733747784749,-0.513521810359428,-0.553757679098413,0.0930484549620641,-0.414362224603237,-0.409925497144647,-0.781734679864725,-0.156720600389823,-0.488347744167103,0.402837336993505,-0.148951676816318,-0.294767929848331,-0.201940054574816,-0.298415406654652,-0.51467435080562,-0.410735404417372,-0.300106385150821,-0.490975429823901,-0.428908284817971,-0.0327053404012204,0.0953182342069979,0.0099901111857138,-0.268224038494089,-0.543851694944141,0.293003616790066
Iran,-0.28486954616556,IRN,8.71899979801416,1963,0.58,23.2680603526398,8.29,0.85678704856787,Middle East and North Africa,T,F,0.116823501447366,-3.12140187918934,-1.49957353042829,-0.0157585561459323,-0.853062552743845,-2.24723454657085,-2.07130084355317,-1.05406210034553,-1.17028058834882,-2.0578643418094,0.0765460451344554,-1.50095679699943,1.12367672104225,-0.234473382470171,-2.1443273393758,0.621278327588113,-0.686395030990331,-2.28345273573147,0.586059705990787,-1.02070481230647,-1.27028064984414,0.871811875838911,-0.797036137044863,-1.01498675341303,-2.21926080476733,-0.903895764249444
Iraq,-0.366057850904543,IRQ,8.34982696860798,1980,,16.2011361139522,8.45,0.778409090909091,Middle East and North Africa,F,T,0.014981105599615,-3.67989281898241,-1.92695453484134,-0.273902935279065,-1.74661183779943,,-2.4012908124189,-1.10719915800032,-2.25239725661846,-2.42606383508396,0,-1.75274492545068,1.07207975767371,-0.438164500867577,-2.37990598044959,,,,0.903411460530407,-1.02716340412293,-2.24490960370372,0.660203012545669,-1.18948534207483,-0.840478821891145,-2.54251705049296,-1.67711100754539
Israel,0.0612800044505367,ISR,10.284498722553,1948,0.712,80.9202165638598,1.43,0.971491228070175,Middle East and North Africa,F,T,0.551032586976389,1.02596505099978,0.322582297249655,1.07891774643763,-0.0646367129889208,0.14820254748583,0.62076611381328,1.22418924660361,0.413370073996983,0.67639380512689,0.644978787024647,-0.423412805780426,0.684527028211252,-0.0734439398017574,0.0275443453019067,0.934470775535585,0.207327565584057,-0.194187801162712,0.838511819637633,0.185441598779922,-0.142437912422681,-0.0287220632127825,-0.472581207916498,0.297922733719428,0.444251406706987,-0.625753450135174
Italy,-0.0385927805789447,ITA,10.5134215660861,1945,0.726,63.24486743155,1.25,0.973124300111982,Europe,T,F,0.425752428213498,0.839470996207153,-0.203155138907612,1.23899221727099,0.0930484549620641,0.402264057461538,-0.204584167703971,1.28396843646525,0.435916903867411,0.553442810615134,0.619418153327074,-1.05803480024604,0.913572832916474,-0.524485743699325,-0.177644398522062,1.01166059511966,-0.41688006175086,0.01510216648741,0.986595334414694,-0.349066117240644,-0.186543856720941,0.0789999523007015,-1.03761691837973,0.216540023009414,-0.38527443413102,-0.542687021211541
Japan,0.15467019427258,JPN,10.700332166688,1947,0.67,66.5140586435607,1.56,0.964835164835165,East Asia and Pacific,T,F,0.668180995367607,0.266141858128789,0.814194891659512,1.36968959557856,-0.0120749903385925,-0.613981982441294,-0.0519293111028937,1.1810153872591,0.321473867629645,0.175460854098149,0.540838403946528,-0.129586680364551,1.25630525676392,0.722497250284739,-0.622771716676447,1.47389657842436,0.994350733526865,-1.03769887918416,1.17815632088193,0.712800036523351,-0.355407456059257,0.299859892548056,0.0474134734921115,-0.00166869579589535,-0.236028832318352,-0.70873506937185
