country,avgGenderDiff,isocode,logAvgGDPpc,Date,ScoreWEF,avgRatioLabor,ValueUN,region,telephone,personal,avgGenderDiffRescaled,GenderIndex,avgGenderDiffStd,logAvgGDPpcStd,DateStd,ScoreWEFStd,avgRatioLaborStd,ValueUNStd,GenderIndexStd,GenderIndexRescaled,residualslogAvgGDPpcStd,residualsavgGenderDiffStd_GEI,residualsGenderIndexStd,residualsavgGenderDiffStd_GDP,residualsScoreWEFStd,residualsValueUNStd,residualsavgRatioLaborStd,residualsDateStd
Algeria,0.139412180165556,DZA,8.37734266346542,1962,0.632,19.5617557971058,7.09,Middle East and North Africa,F,T,0.651812133596013,-2.47294991498973,0.757339927855687,-0.254662564916993,-0.800500830093517,-1.30357750951822,-2.24436670411413,-0.655534167934598,-1.63035573312963,0.16542203180228,0.632279800688722,1.74850489431752,-1.49181479192956,0.931266407508849,-1.21158172665537,-0.429719631931313,-2.21919065822309,-0.705247209067901
Argentina,0.176295651047599,ARG,9.15503477940437,1947,0.734,65.6493715940859,6.02,Latin America and Caribbean,F,T,0.700118802311481,0.143549225636374,0.957704954381364,0.28913923314251,-0.0120749903385925,0.547442063161943,-0.0923058657251586,-0.300180094868187,0.09463851313121,0.524036016456781,0.237654207507722,0.900170039278125,-0.0626583455982402,0.760232000449234,0.477757966074187,-0.537657817339116,-0.120890289214602,-0.146932853879427
Australia,0.340040093077566,AUS,10.831083350524,1962,0.733,80.1646064755815,2,East Asia and Pacific,T,F,0.914576615689114,0.815361957678347,1.84722697294875,1.46111745939663,-0.800500830093517,0.529294812449392,0.585482906991767,1.03488847870842,0.537548307880797,0.616113799720087,1.16868166877078,1.52042771084567,-0.257325442388047,0.849329947308329,0.111165197892511,-0.201056775979944,0.441036234109339,-1.4312850596104
Austria,0.311163543628124,AUT,10.7415607995392,1918,0.733,78.1743806741309,1.18,Europe,T,F,0.876756695965152,1.86804012321796,1.69035858561852,1.39851874816543,1.51221496652093,0.529294812449392,0.492549329656794,1.30721589918922,1.23155341972109,0.760392506195267,0.728531897283248,0.941643088043885,0.470734475955542,0.735214500438025,0.129776670221285,0.124601652981087,0.354291191108771,0.90791958353739
Bangladesh,-0.230166074412706,BGD,6.55805694315242,1972,0.704,34.2449260804688,8.4,South Asia,F,T,0.167771616762646,-1.84402722140426,-1.25034956044402,-1.5267994756734,-1.3261180565968,0.00302454178542476,-1.55873618919622,-1.09059382748319,-1.21572229758484,0.251621361924115,-0.865425035342113,-0.511258498397399,-0.385116368313289,-0.207593794488694,0.47324441979795,0.219018490314592,-1.40779616517465,-0.692555599244192
Bolivia,0.166138483844004,BOL,7.51692562881957,1952,0.749,75.0511702227959,7.26,Latin America and Caribbean,F,T,0.686815853877998,0.201809431844,0.902527363240807,-0.856309824715329,-0.274883603590234,0.819650823850202,0.34671104346787,-0.711992291692813,0.133048050108959,0.532021084890593,-0.928690318067135,0.821641601045267,0.598895745916118,1.48735989782907,1.09052475144136,0.0263959775924235,0.431366184874326,0.0749589956836383
Botswana,0.0422561047113987,BWA,8.73160425672903,1965,0.71,78.9223233143459,7.15,Sub-Saharan Africa,"","",0.524565802423211,-0.360031342707121,0.229551214647024,-0.00694487889212542,-0.958185998044502,0.111908046060728,0.527474505054418,-0.675460564555145,-0.237359907748618,0.455015915741202,0.122183110662884,0.373852743584781,-0.233581770751729,0.234294347339961,0.130253896391062,-0.660689255389275,0.528161078637594,-0.967754914730154
Brazil,-0.121992588713329,BRA,9.24850504607934,1932,0.686,69.8535767861713,6.54,Latin America and Caribbean,F,T,0.309447565704348,0.00985133411392122,-0.662710089070883,0.354498387544617,0.776350849416332,-0.323625971040484,0.104009460940785,-0.472875532246256,0.00649474498219804,0.505711556542264,0.350965131359196,-0.666658530237217,-0.186358650177565,-0.90482127886611,-0.412742258818145,-0.766036024364084,0.0689636045699004,0.613836048912168
Cambodia,-0.290683740659929,KHM,6.56080194725664,1955,0.662,88.7073261659071,7.59,East Asia and Pacific,F,T,0.0885109944587654,-0.457159974288052,-1.57910451524955,-1.52488002948517,-0.432568771541219,-0.759159988141698,0.984385132263501,-0.821587473105818,-0.301394452237022,0.441703591248353,-1.36091611472995,-1.39587356995772,0.528167264346307,-0.537659670349739,-0.289510788325517,0.486389571394346,1.13513539904558,0.200181465966777
Cameroon,-0.147931954460831,CMR,7.14745441142489,1946,0.682,89.6817830538718,9.28,Sub-Saharan Africa,F,T,0.275474506285368,-0.31752956352818,-0.803622578643214,-1.11466285187426,0.0404867323117358,-0.396214973890686,1.029887388586,-1.38284764458454,-0.209339518442478,0.460841154568767,-1.00077844988199,-0.676355876929057,0.39705679532174,-0.0423430953794112,-0.0485290781063708,-0.424355363390516,1.14008341649834,0.499652248195885
Canada,0.399296830725057,CAN,10.7426526485155,1960,0.74,85.3499754231012,1.38,North America,T,F,0.992185786579002,1.15476362490604,2.16913208455106,1.39928222438485,-0.69537738479286,0.656325567437246,0.827613667101225,1.24079457712074,0.761307572330241,0.662631752809794,0.98511743480243,1.70629972283859,7.32839927204965e-05,1.21346656925308,0.256580433051442,0.0575298869029458,0.68928005098019,-1.2999958352008
Chile,-0.0085186710924971,CHL,9.40267181395829,1948,0.698,59.3502097530794,5.22,Latin America and Caribbean,F,T,0.458065545934198,-0.253623065527479,-0.0462766577709115,0.462299616148269,-0.0646367129889208,-0.105858962489879,-0.386445175782343,-0.0344948065942348,-0.167207518611777,0.469600096445531,0.553263464767925,0.0553761479384736,-0.418706689518522,-0.362012678131363,-0.227026063194897,-0.419496618185995,-0.43214830594343,-0.272767951027113
China,0.0738915934538027,CHN,8.20964305246326,1948,0.682,82.7699821161845,2.44,East Asia and Pacific,T,T,0.565999133879964,0.605096375442347,0.401407208387312,-0.371926644271519,-0.0646367129889208,-0.396214973890686,0.70714090097725,0.888761570157749,0.398925323484558,0.587295071247925,-0.588949078652892,0.158882956263919,0.601259998671516,0.655421346462314,-0.269354940228723,1.21447930684173,0.743909721975072,0.0802375813828992
Colombia,0.0437721756098223,COL,8.69234737053681,1954,0.725,66.2880351798527,6.33,Latin America and Caribbean,F,T,0.526551416382199,-0.135315310103183,0.237787087749882,-0.0343952861420073,-0.380007048890891,0.384116806748987,-0.0624834748709989,-0.403133144074344,-0.08921009288126,0.485815204231916,0.0141365828287746,0.292021827397147,-0.0704984486452397,0.261277980639037,0.410624047064777,-0.364975444469501,-0.0590831427388351,-0.377960237223374
Costa Rica,-0.0746679573693682,CRI,8.94050293024014,1948,0.732,57.4870787107296,5.08,Latin America and Caribbean,F,T,0.371429131802764,0.062779100608942,-0.405624712131288,0.139127675965177,-0.0646367129889208,0.511147561736842,-0.473444064392471,0.0120001188537067,0.0413887341502972,0.512965767692931,0.116611472273714,-0.430786744234079,-0.0342991832374646,-0.500644515732325,0.486063998597634,-0.0976751701388457,-0.487198283651019,-0.136016702334819
Croatia,0.0215346082355194,HRV,9.53902869373319,1945,0.708,75.3233619179456,2.21,Ex Soviet,F,T,0.497426641123824,0.789694389876094,0.11698417332059,0.557647267075461,0.0930484549620641,0.0756135446356272,0.35942103242123,0.96514609053651,0.520626304702229,0.612595836108698,0.274417345589091,-0.19952745868304,0.217256324652515,-0.2638712778222,-0.0739017461829392,0.498912792223118,0.304291794280244,-0.155429449054565
Czech Republic,0.218865748099908,CZE,9.8534106179569,1920,0.687,73.3995667203869,2.09,Ex Soviet,F,T,0.755873304973874,1.1031774277699,1.18896189471555,0.777479064474932,1.40709152122027,-0.305478720327933,0.269589431585457,1.0049988837776,0.727298047211493,0.655561415418537,0.381816058306394,0.746805419338029,0.304335679771229,0.657968276818731,-0.520353078990152,0.351479757677185,0.192727531553462,1.06559108319398
Egypt,0.0290741193135769,EGY,7.7788079739548,1956,0.599,28.8779972871157,9.25,Middle East and North Africa,F,T,0.507301217870928,-2.80440184679923,0.157941661892554,-0.673188397551782,-0.485130494191547,-1.90243678303239,-1.80934488480495,-1.37288444627427,-1.84887393036726,0.119993659156534,0.332631733714191,1.28195345266099,-1.48264753100548,0.617708051851355,-1.68600741679766,-0.790506583479704,-1.7427932029918,-0.212776317373976
Estonia,0.309152713622136,EST,9.63521000605059,1918,0.749,80.701659782635,2.11,Ex Soviet,F,T,0.874123090813049,1.93333686601007,1.67943499307549,0.624902122185792,1.51221496652093,0.819650823850202,0.61056060672196,0.998356751570754,1.27460197412994,0.769341993223202,-0.0685039039766242,0.904548385650499,0.934644162922965,1.25264660242611,0.650139724008688,0.474825640288359,0.54878252594796,1.2352779536728
Finland,0.257667353302648,FIN,10.7444796249982,1906,0.85,87.4429881470172,0.56,Europe,T,F,0.806692174330055,3.61625081341641,1.399746955605,1.40055973906699,2.14295563832487,2.65252314581781,0.925346878930433,1.51312199760154,2.3841062086826,1,0.103563778237566,-0.0496560810158737,1.62217692975423,0.443208938172911,2.25239818845021,0.328768928006494,0.786886967182578,1.5377966034593
France,0.0337535296895378,FRA,10.6117864311674,1944,0.761,80.9545148096096,1.42,Europe,T,F,0.513429890726533,1.60270434808044,0.183361996846995,1.3077739232968,0.145610177612392,1.03741783240081,0.622367670114844,1.22751031270704,1.05662399653394,0.724025928382942,0.732951773751191,-0.459006209554783,0.345171843095165,-0.709806242212232,0.664879395725815,0.122206172880043,0.493080602269778,-0.420286240083137
Georgia,-0.0114574862940846,GEO,7.97290299399182,1918,0.687,73.8297389924231,6.01,Ex Soviet,F,T,0.454216548837014,0.509024833129458,-0.0622414184547228,-0.537467308540752,1.51221496652093,-0.305478720327933,0.289676322269666,-0.296859028764763,0.335587692240589,0.574127630041548,-0.720032950857763,-0.266259938441245,0.627979417792284,0.304831759079724,-0.129401131995318,0.16989117322604,0.342810561411429,1.72713832683376
Germany,0.150979191933972,DEU,10.618662465785,1918,0.779,77.9109491694493,1.06,Europe,T,F,0.666961570245069,2.33840591618968,0.820176330297679,1.31258199568421,1.51221496652093,1.36406834522672,0.480248397724874,1.34706869243032,1.54165414703108,0.824860232801283,0.473894862362187,-0.117063040158363,0.827586317141678,-0.0762756701755276,0.990100401387233,0.237668312533468,0.350486001866395,0.944283997489016
Ghana,-0.307563929113867,GHA,7.09963552635201,1954,0.704,92.5412066301345,9.07,Sub-Saharan Africa,F,T,0.0664028345703749,-0.171580922391488,-1.67080411201874,-1.14810024329288,-0.380007048890891,0.00302454178542476,1.16340814882555,-1.31310525641263,-0.113119129029265,0.480844686364468,-1.08656143562182,-1.60203401758342,0.511467717292896,-0.886687947674138,0.360651841680055,-0.326125970131269,1.27690981100379,0.0933076070049807
Greece,-0.0376468114371377,GRC,10.2165706203312,1952,0.685,67.5005895221563,1.59,Europe,F,T,0.419916114975649,0.324035871535302,-0.204511782427765,1.03141896977538,-0.274883603590234,-0.341773221753035,-0.0058632598877606,1.17105218894882,0.213628969068478,0.548773282469126,0.915201030746953,-0.33438622986236,-0.347481199954034,-0.908938326309451,-0.632147465759787,0.301188812676395,-0.107829763383926,-0.723839531480416
Guatemala,-0.127279066448218,GTM,7.94414266128193,1946,0.667,48.8933539302086,8.14,Latin America and Caribbean,F,T,0.302523810360724,-1.2495903882136,-0.691428244554833,-0.557577992858982,0.0404867323117358,-0.668423734578945,-0.874727971928948,-1.00424610879416,-0.823824551050878,0.333094104668795,-0.109402860705148,-0.190589061473397,-0.520492257400636,-0.310620105511514,-0.48636695853879,-0.52036259758941,-0.81960558226549,0.263919993549183
Hungary,0.108443841717504,HUN,9.48626689053039,1918,0.672,73.7360705323827,4.12,Europe,F,T,0.611252575878066,0.670382335547824,0.589108147976727,0.520753536430004,1.51221496652093,-0.577687481016192,0.285302474302938,0.330822464782449,0.441966769130366,0.596243080414791,0.280315794061275,0.320417107732742,0.158667631332906,0.233449948320537,-0.716233749733374,-0.103979198226929,0.233820565545147,1.27934876360627
India,-0.00187173808992789,IND,7.08342932975559,1950,0.664,34.5182245636056,8.5,South Asia,F,T,0.466771103812845,-1.76902529513585,-0.0101679924114762,-1.15943243847427,-0.169760158289577,-0.722865486716597,-1.54597451878696,-1.12380448851744,-1.16627535175456,0.261901028834093,-0.524958011566734,0.698862096186472,-0.53552359074695,0.781687702928904,-0.361868966707138,-0.127170731953362,-1.43135255113302,0.308349752542724
Indonesia,-0.0681143282545033,IDN,7.949606100172,1945,0.681,58.8473652189325,7.47,East Asia and Pacific,F,T,0.380012488600943,-0.740733747784749,-0.370022908937689,-0.553757679098413,0.0930484549620641,-0.414362224603237,-0.409925497144647,-0.781734679864725,-0.488347744167103,0.402837336993505,-0.288087865665527,-0.0731348337567286,-0.187093768797528,0.00817607660180515,-0.23344128127343,-0.301105887192591,-0.355180785270564,0.314865138111518
Iran,-0.271573631562175,IRN,8.71899979801416,1963,0.58,23.2680603526398,8.29,Middle East and North Africa,T,F,0.113539704805847,-3.12140187918934,-1.47529114235615,-0.0157585561459323,-0.853062552743845,-2.24723454657085,-2.07130084355317,-1.05406210034553,-2.0578643418094,0.0765460451344554,1.10375605672718,-0.224224887375625,-2.04929140844118,-1.46452854677885,-2.2262682667285,-1.03178197371169,-2.06974294621229,-0.858901933476141
Israel,0.0679348718430445,ISR,10.284498722553,1948,0.712,80.9202165638598,1.43,Middle East and North Africa,F,T,0.558197553101371,1.02596505099978,0.369048033531924,1.07891774643763,-0.0646367129889208,0.14820254748583,0.62076611381328,1.22418924660361,0.67639380512689,0.644978787024647,0.710947548639949,-0.0421615139001895,0.0894434611780605,-0.367818672944488,-0.156293747120897,0.313859259898594,0.51410386172365,-0.533691901403514
Italy,-0.0317626211767488,ITA,10.5134215660861,1945,0.726,63.24486743155,1.25,Europe,T,F,0.427622700683822,0.839470996207153,-0.172546625423549,1.23899221727099,0.0930484549620641,0.402264057461538,-0.204584167703971,1.28396843646525,0.553442810615134,0.619418153327074,0.937909535927462,-0.50900885490821,-0.120590877752943,-1.01873913407848,0.0501753839405701,0.237262911133681,-0.327071447806641,-0.443742762013109
Japan,0.144752343158347,JPN,10.700332166688,1947,0.67,66.5140586435607,1.56,East Asia and Pacific,T,F,0.658806201085062,0.266141858128789,0.786349722056565,1.36968959557856,-0.0120749903385925,-0.613981982441294,-0.0519293111028937,1.1810153872591,0.175460854098149,0.540838403946528,1.2742357864235,0.679679350656258,-0.569674520570046,-0.149104963457152,-1.00492881441269,0.0229621543825273,-0.187337387770941,-0.60417122443327
